listing_id,city_name,district_name,neighborhood_name,title,price,room_count,gross_sqm,net_sqm,building_age,floor_level,heating_type,is_furnished
12854-258,Istanbul,Adalar,Heybeliada,HEYBELİADA'DA DENİZ VE DOĞA MANZARALI DUBLEKS DAİRE,16000000,3 + 1,200,196,35 Yaşında,En Üst Kat,Kombi,Eşyalı Değil
12854-260,Istanbul,Adalar,Heybeliada,HEYBELİADA 1 DÖNÜM BAHÇE İÇİNDE ORTA KAT DAİRE,13750000,2 + 1,80,75,8 Yaşında,Ara Kat,Kat Kaloriferi,Eşyalı Değil
4387-1728,Istanbul,Adalar,Maden,BÜYÜKADADA DOĞA İÇİNDE İYOT VE OKSİJEN DOLU BİR ORTAMDA MANZARALI HAVUZLU  KOMBİLİ DUBLEKS DAİRE,21900000,4 + 1,160,150,30 Yaşında,En Üst Kat,Kombi,Eşyalı
4387-1446,Istanbul,Adalar,Maden,BÜYÜKADADA GÖKHANDAN HAVUZLU MANZARALI DUBLEKS  DAİRE,12000000,3 + 1,140,130,33 Yaşında,3. Kat,Klima,Eşyalı Değil
4387-1717,Istanbul,Adalar,Nizam,"BÜYÜKADADA İSKELEYE, AND.KLÜBÜNE,  DEVLET HAST. 2 DK .DÜZ AYAK 3+1 EMSALSİZ ,KONFORLU  DAİRE",20000000,3 + 1,130,120,30 Yaşında,2. Kat,Kombi,Eşyalı
54895-1104,Istanbul,Adalar,Nizam,Planet’ten Projeden 0 Bahçe Dubleksi Doğa Deniz Manzaralı Havuzlu,35000000,4 + 1,198,161,Sıfır Bina,Bahçe Katı,Kombi,Eşyalı Değil
1006-19583,Istanbul,Adalar,Nizam,Büyükada Yirmi Üç Nisan Caddesinde Satılık Masrafsız,13950000,2 + 1,140,110,36 Yaşında,1. Kat,Kombi,Eşyalı Değil
123163-3621,Istanbul,Arnavutkoy,Anadolu,ARNAVUTKÖY ANADOLU MAH SATILIK 1+1 BAHCE KATI,2350000,1 + 1,75,58,6 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
144331-78,Istanbul,Arnavutkoy,Arnavutkoy merkez,Arnavutköy Merkez’de Satılık 70 m² Dükkan – Avlu34 AVM’ye Yürüme Mesafesinde,5290000,1 + 1,85,70,18 Yaşında,Giriş Katı,Doğalgaz Sobası,
163115-169,Istanbul,Arnavutkoy,Ataturk,FASTYAP ARNAVUTKÖT ATATÜRK MAH SATILIK 110M 2+1 MUHTEŞEM DAİRE,4650000,2 + 1,110,95,5 Yaşında,2. Kat,Kombi,Eşyalı Değil
133586-316,Istanbul,Arnavutkoy,Bogazkoy istiklal,ARNAVUTKÖY BOĞAZKÖY İSTİKLAL MAH.GÜZEL GENİŞ 2+1 90M2 2.KAT,4050000,2 + 1,95,90,6 Yaşında,2. Kat,Kombi,Eşyalı Değil
27231-4011,Istanbul,Arnavutkoy,Bolluca,GÖKTÜRK NUR EMLAKTAN BOLLUCADA SİTEDE 1+1 80 M2 ARA KAT,5250000,1 + 1,80,65,6 Yaşında,3. Kat,Merkezi (Pay Öl...,Eşyalı Değil
152527-47,Istanbul,Arnavutkoy,Hadimkoy,ARNAVUTKÖY/HADIMKÖY TOKİ 2 ETAPTA SATLIK 3+1 DAİRE,5250000,3 + 1,107,100,17 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
162949-390,Istanbul,Arnavutkoy,Haracci,HARAÇCI GÖÇMENKENT NEARPORT 2'DE SATILIK 4+2 ÇATI DUBLEKS DAİRE,7450000,4 + 2,152,113,1 Yaşında,5. Kat,Kombi,Eşyalı Değil
162949-389,Istanbul,Arnavutkoy,Haracci,HARAÇCI GÖÇMENKENT NEARPORT 2'DE SATILIK 4+2 ÇATI DUBLEKS DAİRE,7450000,4 + 2,152,113,1 Yaşında,5. Kat,Kombi,Eşyalı Değil
146740-361,Istanbul,Arnavutkoy,Islambey,ARNAVUTKÖY YENİ YAŞAM KONAKLARI'NDA SATILIK ULTRA LÜKS 2+1 DAİRE,9000000,2 + 1,120,110,6 Yaşında,3. Kat,Kombi,Eşyalı Değil
91888-161,Istanbul,Arnavutkoy,Mehmet akif ersoy,Arnavutköy Taşoluk da Satılık Dublex Daire,6500000,3 + 2,180,160,Sıfır Bina,Çatı Katı,Kombi,Eşyalı Değil
104922-178,Istanbul,Arnavutkoy,Mustafa kemal pasa,Krediye Uygun Geniş Kullanışlı 2+1 Bahçe Katı Daire,3250000,2 + 1,90,80,6 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
167213-16,Istanbul,Arnavutkoy,Omerli,ÖMERLİ KİPTAŞ 2+1 95m2 FULL TADİLATLI GİRİŞ KAT DAİRE,3750000,2 + 1,95,90,11 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
163745-111,Istanbul,Arnavutkoy,Sazlibosna,SAZLIBOSNA'DA YATIRIM FIRSATI 2+1 SATILIK DAİRE,1675000,2 + 1,88,75,Sıfır Bina,3. Kat,Merkezi (Pay Öl...,Eşyalı Değil
137813-530,Istanbul,Arnavutkoy,Tasoluk,ARNAVUTKÖY'DE3+1/110 METREKARE SATILIK SIFIR DAİRE,4400000,3 + 1,110,100,Sıfır Bina,4. Kat,Kombi,Eşyalı Değil
105722-387,Istanbul,Arnavutkoy,Tasoluk,Sahibin'den Arnavutköy Taşolukta Krediye Uygun Ters Dublex Daire,2900000,2 + 1,110,84,5 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
167219-2,Istanbul,Arnavutkoy,Tasoluk,ACİL Taşoluk'ta Yeni Sistem Sıfır Satılık 4+2 Çatı DUBLEKS,6850000,4 + 2,180,160,1 Yaşında,2. Kat,Kombi,Eşyalı Değil
159127-173,Istanbul,Atasehir,Ataturk,ATAŞEHİR ATATÜRK MAH. AÇIK & KAPALI OTOPARKLI SIFIR 2+1 ARA KAT,9100000,2 + 1,90,80,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
164577-18,Istanbul,Atasehir,Barbaros,Ataşehir Varyap Meridian'de Boş Çift Cepheli 4+1 Satılık Daire,33990000,4 + 1,195,160,11 Yaşında,17. Kat,Merkezi (Pay Öl...,Eşyalı Değil
15918-12694,Istanbul,Atasehir,Barbaros,TURYAP BATI ATAŞEHİR VARYAP PİZZA DİLİM SALON 3+1 SATILIK GÜNCEL,28500000,3 + 1,214,150,11 Yaşında,2. Kat,Merkezi (Pay Öl...,Eşyalı Değil
161197-21,Istanbul,Atasehir,Barbaros,AĞAOĞLU ANDROMEDA DA FULL EŞYALI BÜYÜK TİP SATILIK 1+1,8500000,1 + 1,72,60,13 Yaşında,10. Kat,Kombi,Eşyalı
141479-300,Istanbul,Atasehir,Barbaros,TURAN GAYRİMENKUL'DEN ATAŞEHİR UPHILL COURT'TA SATILIK 1+1,12000000,1 + 1,70,55,11 Yaşında,10. Kat,Merkezi (Pay Öl...,Eşyalı Değil
15918-12510,Istanbul,Atasehir,Barbaros,TURYAP BATI ATAŞEHİR TRİO KONUTLARI 4+1 285M2 BOŞ SATILIK GÜNCEL,40500000,4 + 1,285,245,16 Yaşında,8. Kat,Merkezi (Pay Öl...,Eşyalı Değil
73228-1099,Istanbul,Atasehir,Barbaros,ATAŞEHİR AĞAOĞLU SOUTSIDE SİTESİNDE 2+1 SATILIK DAİRE,18500000,2 + 1,138,105,16 Yaşında,7. Kat,Kombi,Eşyalı Değil
168648-7,Istanbul,Atasehir,Esatpasa,Esatpaşa mahallesinde satılık 1+1 daire,4950000,1 + 1,60,50,2 Yaşında,Bahçe Katı,Kombi,
72542-4211,Istanbul,Atasehir,Fetih,Ataşehir Fetih'te Satılık 3+1 Dubleks Daire,8950000,3 + 2,105,80,9 Yaşında,4. Kat,Kombi,Eşyalı Değil
161138-28,Istanbul,Atasehir,Fetih,ATAŞEHİR FETİH MAHALLAESİN DE EMAR AVM YAKIN KONUMDA 2+1,5200000,2 + 1,70,60,3 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
73540-11911,Istanbul,Atasehir,Icerenkoy,ASIA EMLAKTAN BOSTANCI KÖPRÜSÜNE E-5 YAKIN TERASLI 3+1 DUBLEX,7800000,3 + 1,115,100,6 Yaşında,3. Kat,Kombi,Eşyalı Değil
73540-11925,Istanbul,Atasehir,Icerenkoy,İÇERENKÖY MUHTARLIĞA YAKIN TERASLI ÖNÜ AÇIK 3+2 PAZARLIKSIZ!!,9950000,3 + 2,165,150,6 Yaşında,4. Kat,Kombi,Eşyalı Değil
14187-209,Istanbul,Atasehir,Icerenkoy,İçerenköy de site içerisinde 3+1 satılık daire,7250000,3 + 1,110,85,30 Yaşında,1. Kat,Kombi,Eşyalı Değil
151741-13,Istanbul,Atasehir,Icerenkoy,"GÖZDE'den, EN İYİ LOKASYONDA, 3+1 SALON, 140m2 ve ARSA PAYI 52m2",10500000,3 + 1,140,120,31 Yaşında,1. Kat,Kombi,Eşyalı Değil
151741-5,Istanbul,Atasehir,Icerenkoy,"%100 GÖZDE'den HASAN LEYLİ OKULU YANI, 7/6. KATTA, 3 ODA 1 SALON",8500000,3 + 1,120,100,31 Yaşında,6. Kat,Merkezi (Pay Öl...,Eşyalı Değil
151741-23,Istanbul,Atasehir,Icerenkoy,İÇERENKÖYDE SÜPER LOKASYONDA SIFIR BİNA KLİMALI EBEVEYN BANYOLU,17500000,3 + 1,128,98,Sıfır Bina,1. Kat,Yerden Isıtma,Eşyalı Değil
6181-24148,Istanbul,Atasehir,Icerenkoy,"ATAŞEHİR İÇERENKÖY ÖMÜRKENT SİTESİNDE YATIRIMLIK, OTURUMA HAZIR 3+1 DAİRE",6300000,3 + 1,95,73,37 Yaşında,6. Kat,Kombi,Eşyalı Değil
73540-11755,Istanbul,Atasehir,Icerenkoy,İÇERENKÖY METRO DURAĞINA 2 DK SIFIR BİNADA 1+1,4550000,1 + 1,65,55,Sıfır Bina,Giriş Katı,Kombi,Eşyalı Değil
3413-3576,Istanbul,Atasehir,Icerenkoy,"Merkezi Konumda 1+1 Satılık Daire , Otoparklı ,Ara kat ,Kombili",4500000,1 + 1,50,40,11 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
135074-404,Istanbul,Atasehir,Icerenkoy,İçerenköy Merkezde Satılık 2+1 Daire,7500000,2 + 1,93,78,11 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
73540-11952,Istanbul,Atasehir,Inonu,İNÖNÜ MAH.METROYA YAKIN ÇİFT BALKONLU GENİŞ 3+1,9350000,3 + 1,125,110,11 Yaşında,3. Kat,Kombi,Eşyalı Değil
14121-5827,Istanbul,Atasehir,Inonu,"Ataşehir, İnönü Mah. 19 Mayıs Cd Yakın Konumda Site İçi 2+1 Daire",5100000,2 + 1,80,70,26 Yaşında,4. Kat,Kombi,Eşyalı Değil
14121-5808,Istanbul,Atasehir,Inonu,ATAŞEHİR İNÖNÜ'DE METROYA VE BRANDIUM AVM'YE YAKIN KONUMDA 3+1,7800000,3 + 1,123,95,21 Yaşında,2. Kat,Kombi,Eşyalı Değil
88546-4915,Istanbul,Atasehir,Kayisdagi,EMLAK STORE'DAN KAYIŞDAĞI MERKEZDE SATILIK 3+1 DUBLEKS DAİRE,8700000,3 + 1,100,90,6 Yaşında,3. Kat,Kombi,Eşyalı Değil
13735-9361,Istanbul,Atasehir,Kayisdagi,ORYAŞTAN ATAŞEHİR KAYIŞDAĞINDA MASRAFSIZ 90m2 2+1 ARAKAT DAİRE,7500000,2 + 1,90,80,10 Yaşında,1. Kat,Kombi,Eşyalı Değil
147825-56,Istanbul,Atasehir,Kayisdagi,KAYIŞDAĞ MAH. YEDİTEPE ÜNİVERSİTESİ CAD. 2 PARSEL 4+1 DUBLEKS,12500000,4 + 1,140,120,Sıfır Bina,3. Kat,Kombi,Eşyalı Değil
169013-1,Istanbul,Atasehir,Kayisdagi,YEDİTEPE ÜNİVERSİTESİNE YAKIN EŞYALI SATILIK 2+1 ARA KAT,5250000,2 + 1,95,80,11 Yaşında,3. Kat,Kombi,Eşyalı
166292-17,Istanbul,Atasehir,Kucukbakkalkoy,ATAŞEHİR K.BAKKALKÖY MAH. 3+1 KOMBİLİ BAKIMLI SATILIK LÜX DAİRE,14250000,3 + 1,130,105,11 Yaşında,7. Kat,Kombi,Eşyalı Değil
8496-4863,Istanbul,Atasehir,Kucukbakkalkoy,ATAŞEHİR MARİTZA RESİDENCE 11. KAT 2 BANYOLU 2+1 BOŞ DAİRE,14500000,2 + 1,120,100,11 Yaşında,11. Kat,Yerden Isıtma,Eşyalı Değil
27431-11527,Istanbul,Atasehir,Kucukbakkalkoy,"Dilek Sabancı & Işıklar Caddesinin Köşesinde, 2+1 Satılık Daire",8950000,2 + 1,90,75,16 Yaşında,3. Kat,Kombi,Eşyalı Değil
78735-14,Istanbul,Atasehir,Yeni sahra,ATAŞEHİR YENİSAHRA MAH 3+1 SATILIK DUBLEKS 16 YAŞINDA,6000000,3 + 1,115,80,11 Yaşında,2. Kat,Kombi,Eşyalı Değil
150233-40,Istanbul,Atasehir,Yenisehir,3+1 ARA KAT FIRSAT DAİRE,8500000,3 + 1,125,96,16 Yaşında,5. Kat,Kombi,Eşyalı Değil
129657-577,Istanbul,Avcilar,Ambarli,Avcılar Ambarlı Mah. Kapalı Otoparklı 2+1 Daire,4375000,2 + 1,85,75,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
97573-723,Istanbul,Avcilar,Ambarli,AMBARLIDA GÜZEL KONUMDA KÖŞE BAŞI SATILIK 2+1 DAİRE,2950000,2 + 1,95,90,26 Yaşında,1. Kat,Kombi,Eşyalı Değil
129657-588,Istanbul,Avcilar,Ambarli,Avcılar Merkezde Kapalı Otoparklı 4+2 Dublex Daire,8600000,4 + 2,175,165,Sıfır Bina,4. Kat,Kombi,Eşyalı Değil
6680-24051,Istanbul,Avcilar,Ambarli,MÜSLÜM EMLAKTAN AMBARLIDA 2+1 İHTİYAÇTAN SATILIK ÖN CEPHE DAİRE,4300000,2 + 1,85,75,10 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
167675-5,Istanbul,Avcilar,Ambarli,AVCILAR AMBARLI MAH SATILIK 3+1 135M2 FULL DENİZ MANZARALI DAİRE,7500000,3 + 1,150,135,16 Yaşında,2. Kat,Kombi,Eşyalı Değil
92211-1207,Istanbul,Avcilar,Ambarli,Avcılar Ambarlı Mahallesi Merkez'de 3+1 160 m2 Net Satılık Daire,7800000,3 + 1,195,160,6 Yaşında,3. Kat,Kombi,Eşyalı Değil
97573-725,Istanbul,Avcilar,Cihangir,AVCILAR E-5'E YÜRÜME MESAFESİNDE SATILIK 2+1 TERAS KATI DAİRE,4490000,2 + 1,100,95,6 Yaşında,4. Kat,Kombi,Eşyalı Değil
6680-24065,Istanbul,Avcilar,Cihangir,MÜSLÜM EMLAKTAN CİHANGİRDE 4+2 MASRAFSIZ DUBLEKS FIRSATI,6750000,4 + 2,170,160,13 Yaşında,4. Kat,Kombi,Eşyalı Değil
6680-23964,Istanbul,Avcilar,Cihangir,MÜSLÜM EMLAKTAN METROBÜSE YÜRÜME MESAFESİNDE  4+2  DUBLEX,8500000,4 + 2,200,185,Sıfır Bina,Çatı Katı,Kombi,Eşyalı Değil
162419-34,Istanbul,Avcilar,Cihangir,AVCILAR OSMANPAŞA CAD SATILIK 2+1.70 M2 1 KAT 10 YILLIK DAİRE,4310000,2 + 1,75,70,9 Yaşında,1. Kat,Kombi,Eşyalı Değil
6680-24077,Istanbul,Avcilar,Cihangir,MÜSLÜM EMLAKTAN CİHANGİRDE METROBÜSE YAKIN CADDE ÜSTÜ 3+1 DAİRE,5700000,3 + 1,120,110,18 Yaşında,2. Kat,Kombi,Eşyalı Değil
123953-565,Istanbul,Avcilar,Cihangir,ACİL SATILIK! CİHANGİRDE 4+2 SIFIR DAİRE 150 m² ÖN CEPHE,6500000,4 + 2,175,150,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
167745-9,Istanbul,Avcilar,Denizkoskler,AVCILAR D.KÖŞKLER'DE 3+1 SATILIK DAİRE,4400000,3 + 1,170,147,26 Yaşında,2. Kat,Kombi,Eşyalı Değil
167745-14,Istanbul,Avcilar,Denizkoskler,AVCILAR D.KÖŞKLER'DE DENİZ MANZARALI SIFIR DAİRE,5650000,2 + 1,90,80,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
33447-6388,Istanbul,Avcilar,Denizkoskler,Avcılar Denizkösklerde 2+1-75m2-kentsele aday Bahçe Katı,1790000,2 + 1,75,65,40 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
168265-15,Istanbul,Avcilar,Denizkoskler,SAHİL DİBİNDE YENİ BİNA'DA 2+1 EŞYALI SATILIK KAÇIRILMAZ FIRSAT,5800000,2 + 1,110,95,5 Yaşında,2. Kat,Kombi,Eşyalı Değil
144780-205,Istanbul,Avcilar,Denizkoskler,AVCILAR DENİZKÖŞKLER'DE FULL DENİZ MANZARALI 1+1 EMSALSİZ DAİRE,4600000,1 + 1,75,65,31 Yaşında,2. Kat,Kombi,Eşyalı
0-46595982,Istanbul,Avcilar,Denizkoskler,300 m² | MÜSTAKİL DUBLEKS | 2 AYRI GİRİŞ | BÜYÜK TERAS | DÜZ TAVAN,15200000,6 + 2,320,300,30 Yaşında,3. Kat,Kombi,Eşyalı Değil
97573-729,Istanbul,Avcilar,Denizkoskler,TİMUR EMLAKTAN METROBÜSE 2 DK.BAĞIMSIZ GİRİŞLİ 3+2 DUBLEKS DAİRE,6850000,3 + 2,165,150,Sıfır Bina,3. Kat,Kombi,Eşyalı Değil
167675-8,Istanbul,Avcilar,Denizkoskler,AVCILAR DENİZKÖŞKLER AHMET KAYA CADDESİ ÜZERİ 3+1 135 M2,7500000,3 + 1,155,135,11 Yaşında,2. Kat,Kombi,Eşyalı Değil
133162-930,Istanbul,Avcilar,Denizkoskler,AVCILAR DENİZKÖŞKLER'DE 2+1 MASRAFSIZ SATILIK DAİRE,5800000,2 + 1,95,80,11 Yaşında,1. Kat,Kombi,Eşyalı Değil
122410-661,Istanbul,Avcilar,Denizkoskler,Avcılar Denizköşkler Mah. Ön Cephede Deniz man.Satılık 3+1 Daire,4250000,3 + 1,125,110,26 Yaşında,2. Kat,Kombi,Eşyalı Değil
167675-9,Istanbul,Avcilar,Denizkoskler,AVCILAR DENİZ KÖŞKLER MAH.6 YILLIK 2+1 YÜKSEK GİRİŞ DAİRE,5000000,2 + 1,90,70,6 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
0-46566500,Istanbul,Avcilar,Denizkoskler,Sıfır E5 ve metrobüse yakın deniz manzaralı,11000000,3 + 1,138,130,Sıfır Bina,3. Kat,Kombi,Eşyalı Değil
165011-73,Istanbul,Avcilar,Firuzkoy,COLLET AVCILAR SATILIK 2+1 KAPALI MUTFAK BALKONLU AÇIK CEPHE,7850000,2 + 1,95,69,5 Yaşında,3. Kat,Merkezi (Pay Öl...,Eşyalı Değil
71777-1739,Istanbul,Avcilar,Gumuspala,PEGAAS'TAN GÜMÜŞPALA MAH ÖN CEPHE 3+1 TERS DUBLEKS SATILIK DAİRE,3900000,3 + 1,130,120,28 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
162891-34,Istanbul,Avcilar,Gumuspala,Kentsel Dönüşüme Uygun Fırsat Daire,2750000,3 + 1,110,100,26 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
6680-24024,Istanbul,Avcilar,Gumuspala,MÜSLÜM EMLAKTAN AVCILAR GÜMÜŞPALADA 3+1 ÖN CEPHE ARA KAT,7300000,3 + 1,130,120,10 Yaşında,3. Kat,Kombi,Eşyalı Değil
164804-159,Istanbul,Avcilar,Gumuspala,İMREN GAYRİMENKULDEN GÜMÜŞPALA MH. 3+1 YENİ BİNA TERS DUBLEKS,3250000,3 + 1,120,110,6 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
168265-13,Istanbul,Avcilar,Merkez,ÖZ ALTUNOĞLUN'DAN AVCILAR MERKEZ'DE SIFIR 2+1 SATILIK DAİRE,4800000,2 + 1,85,70,Sıfır Bina,Yüksek Giriş,Kombi,Eşyalı Değil
6680-24088,Istanbul,Avcilar,Merkez,MÜSLÜM EMLAKTAN MERKEZ MAH. KAPALI OTOPARKLI 2+1 DAİRE,4800000,2 + 1,85,75,1 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
6680-24083,Istanbul,Avcilar,Merkez,MÜSLÜM EMLAKTAN CİHANGİR KAYMAKAMLIĞA YAKIN 2+1 ARA KAT DAİRE,4850000,2 + 1,95,85,10 Yaşında,1. Kat,Kombi,Eşyalı Değil
168072-1,Istanbul,Avcilar,Merkez,GÜLEN GAYRİMENKUL'DEN AVCILAR MERKEZ'DE YENİ YAPIM SIFIR 3+1 FERAH DAİRE,8640000,3 + 1,140,125,Sıfır Bina,4. Kat,Kombi,Eşyalı Değil
162018-170,Istanbul,Avcilar,Merkez,LİDYA EMLAK'tan 3+1 140m2 Reşitpaşa v İski Yakını Satılık Daire,3200000,3 + 1,130,110,31 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
162475-48,Istanbul,Avcilar,Merkez,OTOPARKLI BUTİK SİTE İÇERİSİNDE ÖN CEPHE ARA KAT 3+1,8000000,3 + 1,130,110,3 Yaşında,2. Kat,Kombi,Eşyalı Değil
104677-1265,Istanbul,Avcilar,Mustafa kemal pasa,Mustafa kemal paşa mah nizami bina kaçak yok,2400000,2 + 1,100,90,25 Yaşında,1. Kat,Kombi,Eşyalı Değil
110208-3834,Istanbul,Avcilar,Mustafa kemal pasa,"Avcılar E-5 Yakın Taşınmaya Hazır , İçi Yapılı 2+1 85m2 DAİRE",4350000,2 + 1,85,75,11 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
167874-68,Istanbul,Avcilar,Mustafa kemal pasa,'FRAGMAN GAYRİMENKUL' SIFIR BİNA'DA 1+1 SIFIR ÇATI KATI DAİRE,4350000,1 + 1,75,70,Sıfır Bina,5. Kat,Kombi,Eşyalı Değil
92211-1209,Istanbul,Avcilar,Mustafa kemal pasa,Avcılar Mustafa Kemal Paşa Mah. 4+2 210m² Satılık Daire Dubleks,5650000,4 + 2,210,195,21 Yaşında,3. Kat,Kombi,Eşyalı Değil
165011-72,Istanbul,Avcilar,Mustafa kemal pasa,KELEPIR FİYAT YENİ BİNA 2+1 ÖZEL BAHÇE KULLANIMLI SATILIK DAIRE,3150000,2 + 1,80,60,5 Yaşında,Bodrum,Kombi,Eşyalı Değil
166775-14,Istanbul,Avcilar,Tahtakale,ISPARTAKULE EVLERİ 2 DE FUL ŞEHİR MANZARALI 3+1!,9300000,3 + 1,170,120,4 Yaşında,14. Kat,Kombi,Eşyalı Değil
692254-1256,Istanbul,Avcilar,Tahtakale,EBRULİ ISPARTAKULE 2. ETAP -3+1-SIFIR-BOŞ,10500000,3 + 1,170,113,2 Yaşında,12. Kat,Merkezi (Pay Öl...,Eşyalı Değil
167551-121,Istanbul,Avcilar,Tahtakale,ISPARTAKULE BANU EVLERİ 4TE OTURUMA HAZIR BOŞ 2+1 SATILIK DAİRE,6475000,2 + 1,129,86,1 Yaşında,1. Kat,Yerden Isıtma,Eşyalı Değil
162951-180,Istanbul,Avcilar,Tahtakale,ARİN'den ISPARTAKULE BANUEVLERİ2 SATILIK 190m² 4.5+1 DAİRE,10750000,4 + 1,190,150,5 Yaşında,1. Kat,Merkezi (Pay Öl...,Eşyalı Değil
138031-1227,Istanbul,Avcilar,Tahtakale,MODERNYAKA TEK YETKİLİ SATIŞ OFİSİNDEN 2+1 SATILIK(MY351),8500000,2 + 1,110,76,Sıfır Bina,12. Kat,Merkezi (Pay Öl...,Eşyalı Değil
168265-16,Istanbul,Avcilar,Universite,TAPU MASRAFSIZ FERAH BAHÇE KULLANIMLI 1+1 SATILIK DAİRE,3625000,1 + 1,75,65,Sıfır Bina,Bahçe Katı,Yerden Isıtma,Eşyalı Değil
71777-1756,Istanbul,Avcilar,Universite,PEGAAS'TAN ÜNİVERSİTE MH PELİCAN AVM YANI 2+1 YÜKSEK GİRİŞ DAİRE,4800000,2 + 1,95,85,15 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
62640-1382,Istanbul,Avcilar,Universite,AVCILAR'DA E5 YAKINI SIFIR İNŞAAT LÜX DAİRELER 1+1 2+1 SEÇENEKLİ,3750000,1 + 1,84,77,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
165107-132,Istanbul,Avcilar,Yesilkent,GÖL PANORAMA EVLERİ 2+1 BOŞ TEMİZ ÇİFT BANYO KAPALI MUTFAK,5900000,2 + 1,105,85,6 Yaşında,15. Kat,Merkezi (Pay Öl...,Eşyalı Değil
153245-2483,Istanbul,Bagcilar,100 yil,ipek'ten bağcılar 42evler de 2+1 geniş metrekareli satılık,4000000,2 + 1,110,100,21 Yaşında,3. Kat,Kombi,Eşyalı Değil
164742-903,Istanbul,Bagcilar,100 yil,EFOR ÇOK'TAN YÜZYIL'DA KREDİYE UYGUN METRO DİBİ SATILIK 2+1DAİRE,5125000,2 + 1,85,70,6 Yaşında,2. Kat,Kombi,Eşyalı Değil
151301-804,Istanbul,Bagcilar,15 temmuz,Bağcılar Satılık 2+1 Full Eşyalı Daire,6600000,2 + 1,95,85,6 Yaşında,2. Kat,Kombi,Eşyalı
142466-156,Istanbul,Bagcilar,Barbaros,"Bağcılar Barbarosta 110m2 Site İçinde, Masrafsız 2+1 Daire",7520000,2 + 1,110,80,5 Yaşında,7. Kat,Kombi,Eşyalı Değil
153245-2178,Istanbul,Bagcilar,Cinar,İPEK'TEN BAĞCILAR ÇINAR ACİL SATILIK 3+1 TERS DUBLEKS,4350000,3 + 1,140,130,16 Yaşında,Yüksek Giriş,Kat Kaloriferi,Eşyalı Değil
147421-40,Istanbul,Bagcilar,Demirkapi,BAĞCILAR ATEŞTUĞDALADA SATILIK TAPU MASRASIZ SIFIR DUBLEKS,8175000,4 + 2,190,165,1 Yaşında,4. Kat,Yerden Isıtma,Eşyalı Değil
153245-1475,Istanbul,Bagcilar,Fatih,İPEK'TEN BAĞCILAR FATİH MAHALLESİNDE ACİL SATILIK YÜKSEK GİRİŞ,3100000,2 + 1,90,85,27 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
109630-1125,Istanbul,Bagcilar,Goztepe,FESTADAN EMSALİ BULUNMAYAN GENİŞ TERASLI 1+1 SATILIK DAİRE,6000000,1 + 1,120,50,6 Yaşında,20. Kat,Merkezi (Pay Öl...,Eşyalı Değil
153245-2479,Istanbul,Bagcilar,Goztepe,İPEK'TEN BAĞCILAR GÖZTEPE MEYDANA YAKIN 2+1 YÜKSEK HİSSELİ,4550000,2 + 1,100,95,21 Yaşında,5. Kat,Kombi,Eşyalı Değil
65366-266,Istanbul,Bagcilar,Goztepe,BATI ŞEHİR REZİDANSTA SATILIK,3300000,1 + 0,38,28,7 Yaşında,21 ve üzeri,Merkezi (Pay Öl...,Eşyalı
167982-16,Istanbul,Bagcilar,Gunesli,Güneşlide Satılık Dubleks | 3+2 | 120 Net | Metroya yakın,6725000,3 + 2,130,120,1 Yaşında,4. Kat,Kombi,Eşyalı Değil
167982-14,Istanbul,Bagcilar,Gunesli,Bağcılar Güneşlide Satılık Dubleks Daire Kapalı Otoparklı 295 m2,11250000,4 + 3,325,295,16 Yaşında,3. Kat,Kombi,Eşyalı Değil
147684-66,Istanbul,Bagcilar,Gunesli,HUN EMLAKTAN GÜNEŞLİ MAH.DE GENİŞ AİLELERE SATILIK DUBLEKS DAİRE,7250000,4 + 1,260,240,21 Yaşında,4. Kat,Kombi,Eşyalı Değil
23180-5895,Istanbul,Bagcilar,Mahmutbey,Mahmutbey G Rotana 'da Satılık 1+1 Rezidans Daire,11715000,1 + 1,78,46,7 Yaşında,19. Kat,Merkezi (Pay Öl...,Eşyalı
