listing_id,city_name,district_name,neighborhood_name,title,price,room_count,gross_sqm,net_sqm,building_age,floor_level,heating_type,is_furnished
142666-39,Istanbul,Pendik,Yesilbaglar,PENDİK YEŞİLBAĞLAR'da FIRSAT 4+2 DUBLEKS3466,10750000,4 + 2,200,160,8 Yaşında,5. Kat,Kombi,Eşyalı Değil
101119-110,Istanbul,Sancaktepe,Abdurrahmangazi,"ULTRA LÜKS PROJEDE 3+1 DAIRE FIRSATI,TAŞINMADAN KAZANÇ SAĞLAYIN",13650000,3 + 1,136,107,Sıfır Bina,2. Kat,Yerden Isıtma,Eşyalı Değil
116955-5605,Istanbul,Sancaktepe,Abdurrahmangazi,"Sancaktepe Sinpaş Kelebekia Premium Satılık 3+1, Kat Bahçeli Daire",16650000,3 + 1,156,127,12 Yaşında,2. Kat,Yerden Isıtma,
165769-334,Istanbul,Sancaktepe,Abdurrahmangazi,Sancaktepe Abdurrahmangazi Mahallesi Satılık 2 + 1 Metroya Yakın,3475000,2 + 1,95,77,6 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
168478-40,Istanbul,Sancaktepe,Abdurrahmangazi,ANT GAYRİMENKUL SİTE İÇİ METROYA YAKIN OTOPARK ÇOCUK PARK 2+1,5980000,2 + 1,100,90,5 Yaşında,1. Kat,Kombi,Eşyalı Değil
161599-38,Istanbul,Sancaktepe,Abdurrahmangazi,SAMANDIRA METROYA 5 DK ELİTE GARDEN LÜKS 3+1 GENİŞ SATILIK DAİRE,9820000,3 + 1,130,115,1 Yaşında,3. Kat,Yerden Isıtma,Eşyalı Değil
155700-1076,Istanbul,Sancaktepe,Ataturk,ATATÜRK MAH. METROYA YAKIN MERKEZİ KONUMDA SATILIK İSKANLI 2+1!!,5150000,2 + 1,90,75,6 Yaşında,1. Kat,Kombi,Eşyalı Değil
139753-282,Istanbul,Sancaktepe,Ataturk,ATATÜRK MAH METROYA YÜRÜME MESAFESİNDE 2+1 KULLANIŞLI ARAKAT !!,3450000,2 + 1,75,70,16 Yaşında,2. Kat,Kombi,Eşyalı Değil
32818-339,Istanbul,Sancaktepe,Ataturk,Sancaktepe SARI EVLER Sarıevler Satılık Bakımlı Güney 2+1 Daire,7350000,2 + 1,114,85,16 Yaşında,1. Kat,Kombi,Eşyalı Değil
123934-142,Istanbul,Sancaktepe,Emek,SANCAKTEPE EMEK MAHALLESİNDE 3+1 TERS DUBLEX SATILIK DAİRE,5150000,3 + 1,120,100,6 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
2078-8293,Istanbul,Sancaktepe,Emek,REMAXPROF TAŞKIN KİBAR SİNPAŞ 2010 SATILIK 2+1 BAHÇE KATI,13500000,2 + 1,118,81,11 Yaşında,Bahçe Katı,Merkezi (Pay Öl...,Eşyalı Değil
2078-8296,Istanbul,Sancaktepe,Emek,REMAXPROF TAŞKIN KİBAR SİNPAŞ 2010 SATILIK 2+1 DUBLEKS DAİRE,11000000,2 + 1,134,86,12 Yaşında,10. Kat,Merkezi (Pay Öl...,Eşyalı Değil
122732-871,Istanbul,Sancaktepe,Emek,SANCAKTEPE DORELİFE SATILIK 1+1 ARKA CEPHE 2.KAT HALİL GÜLER,6289000,1 + 1,68,44,6 Yaşında,2. Kat,Merkezi (Pay Öl...,Eşyalı Değil
5393-2052,Istanbul,Sancaktepe,Emek,SANCAKTEPE KENT LİFE SİTESİ'NDE 1+1 KOMBİLİ 4 KATLININ 3.KAT 68 M2,6450000,1 + 1,68,54,10 Yaşında,3. Kat,Kombi,Eşyalı
67381-2278,Istanbul,Sancaktepe,Eyup sultan,SANCAKTEPE SAMANDIRA METRO YANI SATILIK SİTE İÇİ 2+1 DAİRE BACİK,6490000,2 + 1,95,85,6 Yaşında,2. Kat,Kombi,Eşyalı Değil
41676-37,Istanbul,Sancaktepe,Eyup sultan,SANCAKTEPE EYÜP SULTAN MAHALLESİ 3+1 120 M2 SATILIK DAİRE,10700000,3 + 1,120,90,6 Yaşında,2. Kat,Kombi,Eşyalı Değil
136181-1584,Istanbul,Sancaktepe,Eyup sultan,SUR YAPI LAVENDER GÖL BLOKLARINDA MUHTEŞEM MANZARA 3+1 Suryapı,19750000,3 + 1,174,140,5 Yaşında,1. Kat,Merkezi (Pay Öl...,Eşyalı Değil
62344-1359,Istanbul,Sancaktepe,Fatih,Doğan Emlak 'tan Ortadağ Merkezde Satılık 2+1 Arakat Daire,4650000,2 + 1,89,83,8 Yaşında,2. Kat,Kombi,Eşyalı Değil
168071-9,Istanbul,Sancaktepe,Fatih,*LACİVERT'TEN*YILIN SON FIRSATI***GENÇ BİNADA NEZİH BÖLGEDE 2+1,2550000,2 + 1,87,70,5 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
71928-1836,Istanbul,Sancaktepe,Fatih,Sancaktepe Green Hİll Sitesi En İyi Konumda Satılık 4+1 Tripleks Villa,29000000,4 + 1,220,195,16 Yaşında,1. Kat,Kombi,Eşyalı Değil
158696-92,Istanbul,Sancaktepe,Fatih,karaca'dan akpınar mahallesi ön cephe lüks arakat daire,5500000,2 + 1,90,80,Sıfır Bina,3. Kat,Kombi,Eşyalı Değil
140323-121,Istanbul,Sancaktepe,Fatih,Modest den Ortadağda Satılık Daire,5200000,2 + 1,100,75,6 Yaşında,1. Kat,Kombi,Eşyalı Değil
163623-218,Istanbul,Sancaktepe,Fatih,ÖZGÜRCE GYD'DEN FATİH MAHALLESİNDE 4+1 DUBLEKS DAİRE,4990000,4 + 1,140,120,6 Yaşında,1. Kat,Kombi,Eşyalı Değil
97214-124,Istanbul,Sancaktepe,Inonu,"SANCAKTEPE SARIGAZİ İNÖNÜ MH METROYA YAKIN ""2+1"" KAT MÜLKİYETLİ",2850000,2 + 1,75,65,6 Yaşında,Zemin,Kombi,Eşyalı Değil
22752-16681,Istanbul,Sancaktepe,Inonu,SANCAKTEPE SARIGAZİ DEMOKRASİ CADDESİNDE 3+1 SATILIK DAİRE,3500000,3 + 1,140,120,27 Yaşında,4. Kat,Kombi,Eşyalı Değil
168570-51,Istanbul,Sancaktepe,Inonu,SANCAKTEPE !! TAPU MASRAFSIZ !! 2+1 ASANSÖRLÜ METROYA YÜRÜME,6500000,2 + 1,98,90,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
165816-44,Istanbul,Sancaktepe,Kemal turkler,FIRSAT SATILIK DAİRE,4950000,2 + 1,100,90,6 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
168570-50,Istanbul,Sancaktepe,Kemal turkler,SANCAKTEPE !! TAPU MASRAFSIZ !! ÖN CEPHE İKİ DAİRE SIFIR ASANSÖR,13500000,4 + 2,200,180,Sıfır Bina,4. Kat,Kombi,Eşyalı Değil
145404-817,Istanbul,Sancaktepe,Merve,MERVE Mahallesi'nde EVİM SİSTEMLERİNE UYGUN CADDEYE 50 Metre,4650000,3 + 2,160,145,6 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
67381-2088,Istanbul,Sancaktepe,Merve,SANCAKTEPE MERKEZİ KONUM ACİL SATILIK 3+1 ASANSÖRLÜ ÇATI DUBLEKS,7350000,3 + 1,150,140,5 Yaşında,4. Kat,Kombi,Eşyalı Değil
67381-2268,Istanbul,Sancaktepe,Mevlana,SANCAKTEPE YENİDOĞAN MERKEZİ KONUM GENİŞ 3+1 İSKANLI TERS DUBLEX,4950000,3 + 1,145,135,6 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
164076-99,Istanbul,Sancaktepe,Mevlana,ELZEMDEN CADDE ÜZERİNDE ATATÜRK CAD. 2DK SATILIK SIFIR 2+1,5300000,2 + 1,90,80,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
162312-52,Istanbul,Sancaktepe,Osmangazi,SANCAKTEPE OSMANGAZİ MAHALLESİNDE SATILIK 2+1 ARAKAT 90m2 DAİRE,5650000,2 + 1,90,80,9 Yaşında,1. Kat,Kombi,
162318-54,Istanbul,Sancaktepe,Osmangazi,İstanbul Sancaktepe Osmangazi mah satılık 3+1  90 M2 ters dubleks daire,5400000,3 + 1,110,90,Sıfır Bina,Bodrum ve Zemin,Kombi,Eşyalı Değil
162805-136,Istanbul,Sancaktepe,Osmangazi,Sancaktepe Samandıra 2+1 90m² ARAKAT ÇOLAKOĞLU YAPI,5750000,2 + 1,90,80,6 Yaşında,2. Kat,Kombi,Eşyalı Değil
162805-135,Istanbul,Sancaktepe,Osmangazi,Sancaktepe Samandıra 2+180m² ARAKAT ÇOLAKOĞLU YAPI,5600000,2 + 1,80,70,3 Yaşında,2. Kat,Kombi,Eşyalı Değil
169020-6,Istanbul,Sancaktepe,Osmangazi,Samandıra'da 2 Ayrı Daire İmkanlı 4+2 160 M2 Satılık Dubleks,8600000,4 + 2,160,130,2 Yaşında,3. Kat,Yerden Isıtma,Eşyalı Değil
155700-612,Istanbul,Sancaktepe,Osmangazi,MENGÜKAN'DAN MUHTEŞEM KONUMDA BUTİK SİTEDE SATILIK 2+1 ARAKAT !,6485000,2 + 1,95,75,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
162318-52,Istanbul,Sancaktepe,Osmangazi,İstanbul Sancaktepe Osmangazi mah satılık 2+1 daire,6300000,2 + 1,95,80,Sıfır Bina,3. Kat,Kombi,Eşyalı Değil
165631-74,Istanbul,Sancaktepe,Safa,BİZİMYAKADAN EMİNEVİME UYGUN 3+1 ÇOK GENİŞ ARAKAT İSKANLI DAİRE,5750000,3 + 1,137,129,6 Yaşında,1. Kat,Kombi,Eşyalı Değil
145404-774,Istanbul,Sancaktepe,Safa,SANCAKTEPE YENİDOĞAN FIRSAT 3+1 ARAKAT DAİRE İSKANLI,5395000,3 + 1,125,110,11 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
158532-91,Istanbul,Sancaktepe,Safa,İSTANBUL SANCAKTEPE SAFA Mah. SATILIK 2+1 DAİRE 95 m2,4930000,2 + 1,95,88,5 Yaşında,2. Kat,Kombi,Eşyalı Değil
67381-2198,Istanbul,Sancaktepe,Safa,SANCAKTEPE SATILIK İSKANLI 175m2 MANZARALI 5+1 ÜST DUBLEKS BACİK,6550000,5 + 1,175,160,6 Yaşında,3. Kat,Kombi,Eşyalı Değil
163983-703,Istanbul,Sancaktepe,Safa,SANCAKTEPE SAFA MAH 90M2 SATILIK 2+1 ARA KAT DAİRE AHMED KAÇMAZ,4855000,2 + 1,90,80,6 Yaşında,2. Kat,Kombi,Eşyalı Değil
168402-70,Istanbul,Sancaktepe,Sarigazi,SANCAKTEPE SARIGAZİ TOKİ'DE 3.KAT'DA SATILIK 3+1 DAİRE,10250000,3 + 1,110,100,Sıfır Bina,3. Kat,Merkezi (Pay Öl...,Eşyalı Değil
1999-4719,Istanbul,Sancaktepe,Sarigazi,SANCAKTEPE SARIGAZİ MERKEZDE 3+1 TERS DUBLEX,6150000,3 + 1,120,100,11 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
67381-2083,Istanbul,Sancaktepe,Sarigazi,SANCAKTEPE SARIGAZİ METRO 2+1 120m2 FIRSAT SATILIK DAİRE BACİK,4150000,2 + 1,120,110,6 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
161692-62,Istanbul,Sancaktepe,Veysel karani,VEYSEL KARANİ'DE 3 HAFTA'YA ANAHTAR TESLİM SATILIK 3+1 DAİRE,5750000,3 + 1,130,110,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
126645-589,Istanbul,Sancaktepe,Yenidogan,Sancaktepe Ufuk Caddesinde Satılık Daire sıfır,6000000,2 + 1,90,78,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
165631-1,Istanbul,Sancaktepe,Yenidogan,YENİDOĞAN MERKEZDE 2 DAİRE 4+1 DX Kredi sınırlaması yok,5800000,4 + 1,165,153,5 Yaşında,1. Kat,Kombi,Eşyalı Değil
133139-1989,Istanbul,Sancaktepe,Yunus emre,KOD 5397 YUNUS EMRE MAH. K.OTOPARKLI LÜKS 2+1 ARAKAT,6500000,2 + 1,102,90,1 Yaşında,1. Kat,Kombi,Eşyalı Değil
133139-1995,Istanbul,Sancaktepe,Yunus emre,KOD 5392 YUNUS EMRE MAH. MASRAFSIZ ÖZEL TASARIM 2+1 GENİŞ DAİRE,5725000,2 + 1,97,82,2 Yaşında,2. Kat,Kombi,Eşyalı Değil
165589-21,Istanbul,Sancaktepe,Yunus emre,SANCAKTEPE YUNUS EMRE MH SATILIK 2+1 ARAKAT DAİRE,4980000,2 + 1,98,87,5 Yaşında,1. Kat,Kombi,Eşyalı Değil
158532-75,Istanbul,Sancaktepe,Yunus emre,İSTANBUL SANCAKTEPE YUNUSEMRE MAH SATILIK 2+1 ARA KAT 92 M2 DAİRE,5250000,2 + 1,92,80,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
164345-107,Istanbul,Sancaktepe,Yunus emre,"YUNUS EMRE MAH.DE,2+1 ACİL SATİLİK KAT MÜLKİYETLİ FIRSAT DAİRE",4685000,2 + 1,90,78,6 Yaşında,3. Kat,Kombi,Eşyalı Değil
169020-2,Istanbul,Sancaktepe,Yunus emre,2 Aile İçin kullanışlı Harika DAİRE,5400000,2 + 1,95,85,6 Yaşında,4. Kat,Kombi,Eşyalı Değil
165631-4,Istanbul,Sancaktepe,Yunus emre,BİZİMYAKA DAN YENİDOĞAN DA2+1 SATILIK SIFIR GENİŞ DAİRE,5250000,2 + 1,94,87,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
158430-103,Istanbul,Sancaktepe,Yunus emre,YENİDOĞAN YUNUS EMREDE ULTRA LÜKS TAPU MASRAFI OLMAYAN 5+1,8230000,5 + 1,170,150,Sıfır Bina,3. Kat,Kombi,Eşyalı Değil
144780-255,Istanbul,Sariyer,Ayazaga,Vadistanbul 2+1 Eşyalı Özel Tasarım Fırsat Daire,25400000,2 + 1,123,83,6 Yaşında,4. Kat,Yerden Isıtma,Eşyalı
150439-757,Istanbul,Sariyer,Ayazaga,VADİSTANBUL TERAS 3+1 ORMAN CEPHE SATILIK GÜNCEL DAİRE- فروش,37500000,3 + 1,171,126,11 Yaşında,6. Kat,Yerden Isıtma,Eşyalı Değil
39372-41942,Istanbul,Sariyer,Ayazaga,Vadi Koru Residence Kiralık 3+1 Daire | Vadi İstanbul,42400000,3 + 1,170,125,6 Yaşında,3. Kat,Yerden Isıtma,Eşyalı Değil
137669-589,Istanbul,Sariyer,Ayazaga,Green Pine Yatırımlık Fırsat 55 m2 ve 1+1 Satılık Fırsat Daire,5000000,1 + 1,55,43,6 Yaşında,2. Kat,Kombi,Eşyalı
128637-66,Istanbul,Sariyer,Ayazaga,ANNELER GÜNÜNE ÖZEL TAMAMIYLA SİTE İÇİ 3+1 MİRA GAYRİMENKUL,40800000,3 + 1,188,133,6 Yaşında,15. Kat,Merkezi (Pay Öl...,Eşyalı Değil
138573-173,Istanbul,Sariyer,Baltalimani,"Rumeli Hisarı’nda Yol Yalısında Eşsiz Boğaz Manzaralı, İki Daire Tek Fırsat",90500000,7 + 2,300,280,37 Yaşında,1. Kat,Kombi,Eşyalı Değil
125847-512,Istanbul,Sariyer,Buyukdere,PTT  EVLERİ  SATILIK  2+1   TEMİZ  DAİRE,2700000,2 + 1,70,67,30 Yaşında,En Üst Kat,Kombi,Eşyalı Değil
1994-3373,Istanbul,Sariyer,Buyukdere,SARIYER BÜYÜKDERE SAHİLDE MANZARALI KAT MÜLKİYETLİ 3+1 DAİRE,15000000,3 + 1,150,145,50 Yaşında,En Üst Kat,Kombi,Eşyalı Değil
88480-526,Istanbul,Sariyer,Cumhuriyet,HACIOSMAN METROYA YAKIN CADDEÜSTÜ 1+1 SATILIK,2200000,1 + 1,40,35,30 Yaşında,2. Kat,Kombi,Eşyalı Değil
121572-180,Istanbul,Sariyer,Darussafaka,DARÜŞŞAFAKA 7. GAZETECİLER SİT. 3+1 BAKIMLI,15400000,3 + 1,145,130,26 Yaşında,2. Kat,Merkezi (Pay Öl...,Eşyalı Değil
5048-1655,Istanbul,Sariyer,Emirgan,EMİRGAN'DA SAHİLE VE KORUYA ÇOK YAKIN MANZARALI BALKONLU DAİRE,50000000,3 + 1,130,120,30 Yaşında,2. Kat,Kombi,Eşyalı Değil
5048-1656,Istanbul,Sariyer,Emirgan,EMİRGAN'DA NEZİH KONUMDA,9850000,2 + 0,80,69,30 Yaşında,3. Kat,Kombi,Eşyalı Değil
8525-57214,Istanbul,Sariyer,Emirgan,EMİRGAN'DA SAHİLE YAKIN BOĞAZ MANZARALI SATILIK KÖŞK,880000000,10 + 0,1500,1450,31 Yaşında,Bahçe Katı,Merkezi,Eşyalı Değil
27231-4021,Istanbul,Sariyer,Emirgan,EMİRGANDA 558 M2 İÇERİSİNDE 7+2 BOĞAZ MANZARALI MÜSTAKİL VİLLA,250000000,7 + 2,558,450,26 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
166864-181,Istanbul,Sariyer,Huzur,Skyland İstanbul Satılık 2+1 Rezidans 2 Banyo/Vadistanbul,20050000,2 + 1,134,86,5 Yaşında,4. Kat,Merkezi (Pay Öl...,Eşyalı Değil
147471-3,Istanbul,Sariyer,Huzur,SKYLAND İSTANBUL RESİDANCE SARIYER MASLAK YÜKSEK KAT SATILIK 1+1,12000000,1 + 1,98,62,6 Yaşında,10. Kat,Merkezi (Pay Öl...,Eşyalı Değil
129689-804,Istanbul,Sariyer,Huzur,SKYLAND YÜKSEK KİRACILI TAM SATIŞA UYGUN SATILIK 1+1 DAİRE,13000000,1 + 1,80,58,5 Yaşında,21 ve üzeri,Merkezi (Pay Öl...,Eşyalı Değil
123496-612,Istanbul,Sariyer,Huzur,GG GÖZDEM'DEN Skyland'de Stad Cephe Satılık 1+1,17000000,1 + 1,105,70,6 Yaşında,17. Kat,Merkezi (Pay Öl...,Eşyalı Değil
166864-179,Istanbul,Sariyer,Huzur,MAHAN // DAP Yeni Levent Teraslı Havuzlu Özel Penthouse,130000000,4 + 1,452,235,Sıfır Bina,8. Kat,Merkezi (Pay Öl...,Eşyalı Değil
42577-867,Istanbul,Sariyer,Istinye,İSTİNYE SEBA DREAM AKDAĞ 5+1 BÜYÜK BAHÇELİ BAHÇE DUBLEKSİ,115000000,5 + 1,500,360,11 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
39372-41899,Istanbul,Sariyer,Istinye,List Yetkiliden Fırsat Özel Dekorlu Daire,96000000,4 + 1,210,197,11 Yaşında,3. Kat,Merkezi (Pay Öl...,Eşyalı Değil
39372-41901,Istanbul,Sariyer,Istinye,List İstinye Suites Yetkiliden Fırsat 2+1 Deniz Manzaralı,51500000,2 + 1,150,130,11 Yaşında,3. Kat,Merkezi (Pay Öl...,Eşyalı Değil
31514-4998,Istanbul,Sariyer,Maden,Butik Projede Lüks 3+1 Çatı Dubleks Daire - 219m²,35750000,3 + 1,219,160,Sıfır Bina,4. Kat,Kombi,Eşyalı Değil
33886-3180,Istanbul,Sariyer,Maslak,Maslak Ağaoğlu My Home Satılık 3+1 Oturuma Hazır Büyük Tip Daire,16400000,3 + 1,128,90,12 Yaşında,4. Kat,Merkezi (Pay Öl...,Eşyalı Değil
69537-102421,Istanbul,Sariyer,Maslak,MASHATTAN 2+1 SATILIK FIRSAT HAVUZ CEPHE DAİRE,17850000,2 + 1,130,100,11 Yaşında,16. Kat,Merkezi (Pay Öl...,Eşyalı Değil
39372-41945,Istanbul,Sariyer,Maslak,AĞAOĞLU MASLAK 1453 SATILIK 3.5+1 FERAH KULLANIŞLI DAİRE,27900000,3 + 1,218,148,6 Yaşında,18. Kat,Merkezi (Pay Öl...,Eşyalı Değil
39372-41943,Istanbul,Sariyer,Maslak,Ağaoğlu Maslak 1453'te Orman Manzara SATILIK 3+1 Residence Daire,25900000,3 + 1,198,150,6 Yaşında,13. Kat,Merkezi (Pay Öl...,Eşyalı Değil
1202-97168,Istanbul,Sariyer,Maslak,"AĞAOĞLU MY HOME, BÜYÜK TİP 3+1 SATILIK DAİRE",16000000,3 + 1,128,110,10 Yaşında,18. Kat,Merkezi (Pay Öl...,Eşyalı Değil
145406-648,Istanbul,Sariyer,Maslak,"MASHATTAN SATILIK 1+1 BOŞ DAİRE, YATIRIMLIK, HEMEN TAŞIN, TEMİZ",12800000,1 + 1,85,60,11 Yaşında,8. Kat,Merkezi (Pay Öl...,Eşyalı Değil
101195-582,Istanbul,Sariyer,Maslak,MASLAK 1453 SATILIK DAİRE 4+1 265M2  FIRSAT BOŞ DAİRE-VADİ,29000000,4 + 1,265,200,9 Yaşında,19. Kat,Merkezi (Pay Öl...,Eşyalı Değil
69537-102963,Istanbul,Sariyer,Maslak,1453 SİTESİNDE 1+0 STÜDYO SATILIK  DAİRE***BOŞ***,9400000,1 + 0,65,45,10 Yaşında,8. Kat,Merkezi (Pay Öl...,
101195-577,Istanbul,Sariyer,Maslak,Ağaoğlu Maslak 1453 Satılık 1+0 Stüdyo Fırsat Boş 55.000 TL KİRA Gertisi Yatırımlık,9150000,1 + 0,65,50,9 Yaşında,6. Kat,Merkezi (Pay Öl...,Eşyalı Değil
39372-41938,Istanbul,Sariyer,Maslak,MASLAK 1453 SATILIK 1+0 ANAHTAR TESLİM DAİRE (GÜNCEL İLAN),8900000,1 + 0,64,34,6 Yaşında,5. Kat,Merkezi (Pay Öl...,Eşyalı Değil
4503-1957,Istanbul,Sariyer,Poligon,SARIYER İSTİNYE BOĞAZİÇİ SİTESİ 3+1 ÇATI DUBLEKS  DAİRE,12500000,3 + 1,148,135,28 Yaşında,4. Kat,Merkezi,Eşyalı Değil
1006-19529,Istanbul,Sariyer,Resitpasa,Reşitpaşa'da Yapılı Ahşap Bina,68200000,7 + 1,300,263,4 Yaşında,1. Kat,Kombi,Eşyalı Değil
2608-7299,Istanbul,Sariyer,Rumeli hisari,Fırsat Baltalimanı Satılık Deniz manzaralı Arakat bahçeli daire,48825000,3 + 1,176,155,50 Yaşında,3. Kat,Kombi,
141464-611,Istanbul,Sariyer,Rumeli hisari,TURYAP'TAN RUMELİHİSARI SAHİLE  50 MT BALKONLU 2+1,13000000,2 + 1,80,65,40 Yaşında,1. Kat,Kombi,Eşyalı Değil
21867-2722,Istanbul,Sariyer,Rumeli hisari,Etiler Boğaziçine yakın 3+1 satılık daire!,21500000,3 + 1,120,110,31 Yaşında,4. Kat,Merkezi (Pay Öl...,Eşyalı Değil
26693-4943,Istanbul,Sariyer,Rumeli hisari,ETİLER SAYGILI SOKAK TA BOĞAZ MANZARALI SATILIK  DAİRE,18900000,3 + 1,135,120,45 Yaşında,Ara Kat,Merkezi (Pay Öl...,Eşyalı Değil
123077-714,Istanbul,Sariyer,Rumeli hisari,ETİLER BEBEKYOLU SOKAK ÜZERİNDE 3+1 FERAH KAÇIRILMAZ DAİRE,17250000,3 + 1,135,110,31 Yaşında,1. Kat,Merkezi,Eşyalı Değil
31303-140965,Istanbul,Sariyer,Tarabya,"METE'dn TEK YETKİLİ!Tarabya Sanatçılar Sit.,165m2,3+1,Boş,Dublex",17850000,3 + 1,165,143,26 Yaşında,1. Kat,Kombi,Eşyalı Değil
31303-141018,Istanbul,Sariyer,Tarabya,"METE'dn TEK YETKİLİ!Tarabya Sanatçılar Sit.,165m2,3+1,Boş,Dublex",17850000,3 + 1,165,143,26 Yaşında,1. Kat,Kombi,Eşyalı Değil
1642-2157,Istanbul,Sariyer,Tarabya,"Villayı aratmayan müstakil girişli bahçeli,dekorlu geniş triplex",58000000,4 + 2,300,280,31 Yaşında,Zemin,Kombi,Eşyalı Değil
121508-348,Istanbul,Sariyer,Uskumrukoy,"SAM Uskumruköy Sıfır Sitede, Kat Mülkiyetli 5+1 Akıllı Villa",42500000,5 + 1,260,220,Sıfır Bina,Bahçe Katı,Yerden Isıtma,Eşyalı Değil
162100-57,Istanbul,Sariyer,Uskumrukoy,Uskumruköy Butik Site Satılık 3+1 Müstakil Bahçeli Teraslı Daire,29150000,3 + 1,220,200,6 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
31514-4934,Istanbul,Sariyer,Uskumrukoy,"3+1 Panoramik Deniz Manzaralı, Havuz Cepheli Bahçe Dubleksi",28500000,4 + 1,200,175,5 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
133498-176,Istanbul,Sariyer,Yeni,Caddeye Yakın Geniş 1+1 İstenirse 2+1 Olabilir 3 Katlı Binanın Yüksek Girişi Aile Apartmanında,4950000,2 + 0,75,70,25 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
39372-41949,Istanbul,Sariyer,Yeni,SARIYER YENİ MAH SATILIK 6+2 BOĞAZ MANZARALI FERAH YALI,155000000,6 + 0,300,250,30 Yaşında,Bahçe Katı,Kombi,
8525-56441,Istanbul,Sariyer,Yenikoy,Yeniköy' de Satılık İçi Yenilenmiş Bakımlı 4+2 Yalı,430000000,4 + 2,340,320,16 Yaşında,1. Kat,Kombi,
8525-57308,Istanbul,Sariyer,Yenikoy,Yeniköy Hattat Villaları Boğaz Manzaralı Harika Satılık Villa,450000000,5 + 1,924,800,11 Yaşında,Bahçe Katı,Merkezi (Pay Öl...,Eşyalı Değil
26576-1238,Istanbul,Sariyer,Zekeriyakoy,TURYAPI SARIYER EVLERİNDE SATILIK SIFIR 1+1 DAİRELER,10000000,1 + 1,67,55,Sıfır Bina,Bodrum ve Zemin,Kombi,Eşyalı Değil
58394-1420,Istanbul,Sariyer,Zekeriyakoy,ZEKERİYAKÖY'DE AYRICALIKLI VE DOĞA İÇİNDE ZARİF 5+1 VİLLA - F1,34650000,5 + 1,280,200,Sıfır Bina,Bahçe Katı,Yerden Isıtma,Eşyalı Değil
164949-27,Istanbul,Sariyer,Zekeriyakoy,ZEKERİYAKÖY KİPTAŞ SİTESİ ***AVANTAJLI SATILIK DUBLEKS DAİRE,24950000,5 + 1,210,180,21 Yaşında,4. Kat,Kombi,Eşyalı Değil
45840-3531,Istanbul,Sariyer,Zekeriyakoy,ZEKERİYAKÖY GARANTİ KOZA VİLLASI 6+2 BAKIMLI VE GENİŞ BAHÇELİ,98000000,6 + 2,451,375,31 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
165077-11,Istanbul,Sariyer,Zekeriyakoy,ZEKERİYAKÖYDE SATILIK GÖL MANZARALI GENİŞ 3+1 DAİRE,14500000,3 + 1,160,148,23 Yaşında,2. Kat,Kombi,Eşyalı Değil
692204-972,Istanbul,Sariyer,Zekeriyakoy,ZEKERIYAKÖY MERKEZ DE BAKIMLI ÓZEL BAHCELI VE AIDATSIZ FIRSAT KUPON DAIRE,27900000,4 + 1,180,160,9 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
161733-182,Istanbul,Sile,Agva merkez,AĞVA'NIN EN GÜZEL NOKTASINDA SİTE İÇİ 3 KATLI VİLLA,11950000,4 + 1,150,140,21 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
1876-3567,Istanbul,Sile,Agva merkez,Ağvada Sahile Yürüme Mesafesinde 7+1 Müstakil Villa I TEKCE,12500000,7 + 1,190,180,31 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
87222-441,Istanbul,Sile,Ahmetli,Şile Ahmetli Lotus Evleri'nde Müstakil Havuzlu Lüks 5+1 Villa,28750000,5 + 1,400,393,1 Yaşında,Bahçe Katı,Yerden Isıtma,Eşyalı Değil
162669-1,Istanbul,Sile,Ahmetli,"Şile Ahmetli'de Havuzlu Müstakil Villa-5+2,Doğa İle İç İçe",28500000,5 + 2,250,230,Sıfır Bina,Bahçe Katı,Yerden Isıtma,Eşyalı Değil
127886-185,Istanbul,Sile,Ahmetli,DK GAYRIMENKULDEN ORTAK HAVUZLU SİTEDE MÜSTAKİL BAHÇELİ 3+1VİLLA,16900000,3 + 1,128,113,Sıfır Bina,Bahçe Katı,Yerden Isıtma,Eşyalı Değil
